0.17058943	-0.27228606	0.26813647	-0.37381855	-0.03266551	-0.22844185	-0.06750616	0.07838353	-0.35714805	0.31418675	0.04356069	0.017549835	0.31013742	-0.22704197	0.118906215	-0.13855869
-0.057590608	-0.23803143	-0.04167086	-0.4055813	0.60653615	-0.3470311	-0.56220555	0.2310423	0.075660504	0.65393615	0.5749568	-0.06569737	0.5504661	-0.2832618	0.45289022	-0.4804213
0.098266274	-0.18919112	0.510027	-0.03537098	-0.2422231	-0.61406785	-0.043280683	0.1534315	-0.24384125	-0.03065255	-0.26607168	0.12309229	-0.056002077	0.10710985	0.20403768	0.20413806
0.2977578	-0.3008394	0.14141938	-0.0479219	-0.23108262	-0.16207534	0.05173485	0.00621741	-0.47357383	0.015615808	-0.24068877	-0.13657029	0.20863387	-0.13661687	0.11181686	-0.038170874
0.18874669	-0.08253957	0.2218496	-0.2335087	-0.11555434	0.16621718	0.26037675	0.08668439	-0.36942258	0.11708762	-0.07367804	-0.12488137	0.33995688	-0.19051675	-0.23150703	0.09556369
0.037724946	-0.18686892	0.84407264	0.31733635	-0.6491781	-0.90383637	-0.04504289	0.11783676	-0.2293305	-0.49608955	-0.66328096	0.28138867	-0.56114924	0.32421094	0.34348086	0.4925254
0.06036047	-0.22092696	0.07644693	-0.16425778	0.30009654	-0.2886064	-0.24253115	0.010104081	-0.012226077	0.26880157	0.2410409	0.05297884	0.24054666	-0.19455886	0.26654315	-0.14833245
-0.15062824	-0.0039753215	0.3418221	-0.3939103	0.04720048	-0.23632048	-0.15265203	-0.0047567696	0.04660027	0.27290502	0.016212583	0.19212456	0.18267547	-0.27094987	0.014934331	0.012238144
-0.1422556	0.33956298	0.695038	-0.3792581	-0.74494755	-0.4003645	0.5694456	0.039159223	-0.44846943	-0.46704212	-0.6824996	0.17052579	-0.4323632	-0.007411592	-0.40625384	0.66317815
0.023342118	-0.23351978	0.19812146	0.04498044	-0.09117203	-0.5532648	-0.33280906	0.0062440736	0.027391033	0.15648243	-0.22778487	0.147839	0.10299	-0.04278792	0.32897028	-0.16088462
-0.4774867	-0.11451808	0.06534806	-0.096145	0.32236624	-0.40101928	-0.53704166	-0.5526833	0.44144377	0.5685874	0.047130257	0.53922623	0.50970984	-0.62304044	0.36757734	-0.38058653
-0.47320563	0.52302533	0.57988834	-0.7511215	-0.1321009	0.11603231	0.2337288	-0.23042926	0.13201894	0.34048495	0.12505078	0.3243161	0.25709623	-0.63787514	-0.57378083	0.280606
0.23706171	0.24036907	0.29003683	-0.4837883	-0.34165615	0.6333971	0.7599707	0.065468885	-0.60353684	-0.17610553	-0.1888082	-0.30481368	0.16890709	-0.2848239	-0.54760766	0.36750683
0.17752598	-0.27706268	-0.058876097	-0.113958195	0.38972133	-0.27316928	-0.15431641	0.33797523	-0.12999573	0.3764211	0.34801158	-0.19228688	0.28044337	0.08382819	0.3196092	-0.26031044
0.45503908	-0.37860045	-0.45639962	-0.08788651	0.52037144	0.38342416	0.23814246	0.5068157	-0.3917769	0.4771133	0.5458905	-0.46640238	0.50331134	0.09594764	0.2273299	-0.46417296
-0.027542504	-0.0065134754	-0.07886182	-0.5875421	0.7180346	0.10780652	-0.15121213	0.3160042	0.05235251	0.73424804	0.61846495	-0.1589769	0.5890167	-0.23961912	0.0033222146	-0.44882455
0.22846489	0.12834468	0.0016705127	-0.5778301	0.42510328	0.29534283	0.3891651	0.54790676	-0.30488753	0.33037335	0.5009129	-0.4247599	0.35470167	-0.050284613	-0.3195317	-0.039176557
0.44105583	-0.48384413	-0.12849377	0.1068335	0.22469693	-0.109244294	0.0631252	0.43503618	-0.43542907	0.13471569	0.20165038	-0.4011123	0.15511782	0.20237754	0.31553176	-0.25258252
0.7358215	-1.0452464	-0.062175862	1.0532126	-0.5941781	-0.96852183	-0.35395312	0.2652927	-0.48630676	-0.5250827	-0.81716824	-0.13557734	-0.43408102	0.64630246	1.011372	-0.16783834
0.16770504	-0.21231882	-0.030526565	-0.044456795	-0.19829866	0.24564664	0.16994502	-0.3125862	-0.3933695	0.11256091	-0.22691149	0.0024054563	0.28672075	-0.4683731	-0.19220816	-0.047213282
0.023382092	-0.11595874	0.084087044	-0.00353973	-0.19107302	0.013605105	-0.114969745	-0.34963515	-0.2582443	0.1792102	-0.24309553	0.20227747	0.31271005	-0.45403704	-0.009964866	-0.081772305
-0.19041178	0.22246774	0.58320075	-0.3016003	-0.18835096	-0.7501525	0.07761756	0.23509935	0.13501698	-0.06799204	-0.14366034	0.0941754	-0.35574603	0.29212356	0.017606242	0.30836153
-0.45014116	0.4319931	0.41248336	-0.6084584	0.46681967	-0.15613338	-0.18426797	0.32029337	0.3677146	0.4342368	0.4150676	0.05818147	0.26162237	-0.28047156	-0.23504767	-0.13447648
-0.22574332	-0.31591073	0.1629248	0.12920125	0.15893851	-0.77474105	-0.5075825	0.031325094	0.3275673	0.28542492	-0.05511808	0.27110115	0.09272165	0.078549534	0.5889087	-0.34109932
0.15873228	-0.2496439	0.22951461	0.02981585	-0.05002013	-0.4505178	-0.1647313	0.2705141	-0.12775281	0.06427541	-0.028754631	-0.17727652	-0.0056680604	0.21028417	0.33934903	-0.08638073
-0.32241708	0.38059804	0.62110025	-0.47635475	-0.46213037	0.022950757	0.30652276	-0.20933002	-0.08041028	-0.017447624	-0.35178095	0.25873822	0.024750054	-0.4467222	-0.49808797	0.42554548
0.23544793	0.06448239	0.16067615	-0.33886996	-0.34542796	0.25293967	0.66571003	0.057865873	-0.53943896	-0.10340906	-0.17690633	-0.22106646	0.020793028	-0.11997019	-0.44393572	0.27448142
-1.0280839	1.0757257	0.87614506	-1.0301752	0.95559204	-0.81080914	-0.8201975	0.81999594	1.0022882	0.87588406	1.0363244	0.42785645	0.3864284	-0.17788912	-0.54585564	-0.09318552
-0.041039642	-0.25313976	0.019324223	0.12168916	0.18318582	-0.3690234	-0.35303676	0.04552392	0.0818464	0.32538193	0.07148981	0.061393984	0.31332606	-0.13076274	0.3321449	-0.28263524
0.17540969	-0.26516607	-0.067169264	0.020460438	0.23113546	-0.26332477	-0.22832939	0.12371797	-0.095180765	0.33609566	0.1444235	-0.0812304	0.23173076	-0.015007603	0.3601181	-0.2898645
0.07045534	0.35275042	0.27825534	-0.6588086	-0.19933403	0.4561365	0.64021224	-0.029357385	-0.43841675	0.08859489	-0.023942258	-0.09919792	0.24776213	-0.39370427	-0.59404904	0.34942532
-0.9980455	0.8444158	0.67683554	-1.0084566	0.4103143	-0.35088685	-0.18615437	0.1693603	0.8884652	0.75927	0.59076387	0.4527492	0.23727529	-0.38478747	-0.38693738	0.16071042
0.17735265	0.22362787	-0.05260127	-0.5149569	-0.2562536	0.86218435	1.076568	-0.3450898	-0.7410157	-0.10281226	-0.13801458	-0.12570244	0.25753587	-0.7885916	-0.83383566	0.23933825
0.078877345	0.20927614	0.3305852	-0.52117586	-0.24509595	0.36359864	0.5217589	0.03890093	-0.3348094	0.07363815	-0.06947223	-0.10703882	0.19912505	-0.2268454	-0.48900044	0.2886985
0.1911539	-0.2421703	-0.42235926	-0.09639424	0.547895	0.5009135	-0.07976723	-0.09423093	-0.17637505	0.67290187	0.4625124	-0.14929016	0.6450309	-0.56226796	0.01578728	-0.46503547
-0.15025534	0.10465749	0.4351831	-0.16219082	-0.54932714	-0.1488804	0.13205704	-0.43178734	-0.1719303	-0.23195909	-0.6935136	0.43097973	-0.06379294	-0.38636145	-0.1404426	0.26516032
-0.09334442	-0.12449298	0.35075796	0.1337235	-0.20777342	-0.5981694	-0.18257998	0.0019036386	0.07391431	-0.100829065	-0.32184544	0.20537262	-0.17052384	0.17094631	0.36567035	0.046567544
0.7357251	-0.6919483	0.47738612	0.730541	-0.64407843	-0.7899902	0.4529995	0.5482943	-0.6723051	-0.6369943	-0.6995917	-0.5892362	-0.61594415	0.58776176	0.8595883	0.45469773
0.21760559	-0.42278752	-0.30645892	0.052859962	0.3711896	0.076271795	-0.3410318	-0.02546859	-0.089271314	0.40781775	0.20140183	-0.09833358	0.49446827	-0.2993973	0.4028537	-0.47175762
0.0849038	0.08979402	0.2845668	-0.3372889	-0.02922114	0.078066684	0.37047789	0.2292015	-0.2981451	0.043872997	0.013673894	-0.13986282	0.028662575	-0.07286329	-0.21826385	0.2185963
-0.03085568	-0.30968297	-0.11449826	0.13124464	0.3135235	-0.28757656	-0.3356971	-0.2339009	0.07606397	0.41391027	0.08680695	0.28593996	0.37152502	-0.2718863	0.4111637	-0.29792
0.47812685	-0.41092843	-0.15327856	0.088826105	-0.044505082	0.21468373	0.151729	0.2420716	-0.5314187	0.03904437	-0.041194905	-0.38134584	0.20546238	0.06929491	0.13142784	-0.13838983
-0.18269905	0.50975025	0.643333	-0.5388231	-0.019448057	-0.35406938	0.4472458	0.63735884	-0.034801435	-0.07682641	0.22880244	-0.3421955	-0.41127315	0.4307162	-0.2734488	0.503835
0.29106337	-0.2641221	-0.15148003	-0.028492846	0.03399005	0.39681956	0.11447857	0.03909254	-0.41601294	0.25355378	0.04592924	-0.24589168	0.37121844	-0.26102853	-0.07628564	-0.23146462
